Connecting to host 10.223.62.39, port 5201
[  4] local 10.223.61.37 port 52934 connected to 10.223.62.39 port 5201
[  4] 10132.00-10133.00 sec  1.72 MBytes  14.4 Mbits/sec    0   62.2 KBytes       
[  4] 10133.00-10134.00 sec  1.60 MBytes  13.5 Mbits/sec    1   79.2 KBytes       
[  4] 10134.00-10135.00 sec  1.90 MBytes  15.9 Mbits/sec    2   73.5 KBytes       
[  4] 10135.00-10136.00 sec  2.08 MBytes  17.4 Mbits/sec    1   80.6 KBytes       
[  4] 10136.00-10137.00 sec  2.14 MBytes  17.9 Mbits/sec    0   87.7 KBytes       
[  4] 10137.00-10138.00 sec  1.96 MBytes  16.4 Mbits/sec    1    100 KBytes       
[  4] 10138.00-10139.00 sec  2.26 MBytes  18.9 Mbits/sec    3   94.7 KBytes       
[  4] 10139.00-10140.00 sec  1.60 MBytes  13.4 Mbits/sec    4   53.7 KBytes       
[  4] 10140.00-10141.00 sec  1.72 MBytes  14.4 Mbits/sec    1   62.2 KBytes       
[  4] 10141.00-10142.00 sec  1.60 MBytes  13.4 Mbits/sec    1   72.1 KBytes       
[  4] 10142.00-10143.00 sec  1.90 MBytes  15.9 Mbits/sec    3   66.5 KBytes       
[  4] 10143.00-10144.00 sec  2.08 MBytes  17.4 Mbits/sec    0   86.3 KBytes       
[  4] 10144.00-10145.00 sec  2.26 MBytes  18.9 Mbits/sec    2   96.2 KBytes       
[  4] 10145.00-10146.00 sec  2.08 MBytes  17.4 Mbits/sec    1    109 KBytes       
[  4] 10146.00-10147.00 sec  2.14 MBytes  17.9 Mbits/sec    0    123 KBytes       
[  4] 10147.00-10148.00 sec  2.02 MBytes  16.9 Mbits/sec    5    105 KBytes       
[  4] 10148.00-10149.00 sec  1.96 MBytes  16.4 Mbits/sec    2   87.7 KBytes       
[  4] 10149.00-10150.00 sec  1.90 MBytes  15.9 Mbits/sec    0    102 KBytes       
[  4] 10150.00-10151.00 sec  2.26 MBytes  18.9 Mbits/sec    2    115 KBytes       
[  4] 10151.00-10152.00 sec  2.14 MBytes  17.9 Mbits/sec    3   99.0 KBytes       
[  4] 10152.00-10153.00 sec  2.32 MBytes  19.4 Mbits/sec    3   79.2 KBytes       
[  4] 10153.00-10154.00 sec  2.14 MBytes  17.9 Mbits/sec    1   97.6 KBytes       
[  4] 10154.00-10155.00 sec  1.96 MBytes  16.4 Mbits/sec   11   80.6 KBytes       
[  4] 10155.00-10156.00 sec  2.08 MBytes  17.4 Mbits/sec    6   69.3 KBytes       
[  4] 10156.00-10157.00 sec  2.02 MBytes  16.9 Mbits/sec    1   86.3 KBytes       
[  4] 10157.00-10158.00 sec  2.20 MBytes  18.4 Mbits/sec    1    103 KBytes       
[  4] 10158.00-10159.00 sec  2.20 MBytes  18.4 Mbits/sec    8   62.2 KBytes       
[  4] 10159.00-10160.00 sec  2.20 MBytes  18.4 Mbits/sec    0   86.3 KBytes       
[  4] 10160.00-10161.00 sec  2.20 MBytes  18.4 Mbits/sec    0    103 KBytes       
[  4] 10161.00-10162.00 sec  2.20 MBytes  18.4 Mbits/sec    7   60.8 KBytes       
[  4] 10162.00-10163.00 sec  2.32 MBytes  19.4 Mbits/sec    0   84.8 KBytes       
[  4] 10163.00-10164.00 sec  2.20 MBytes  18.4 Mbits/sec    9   55.1 KBytes       
[  4] 10164.00-10165.00 sec  2.20 MBytes  18.4 Mbits/sec    0   80.6 KBytes       
[  4] 10165.00-10166.00 sec  1.78 MBytes  14.9 Mbits/sec    0   96.2 KBytes       
[  4] 10166.00-10167.00 sec  1.84 MBytes  15.4 Mbits/sec   10   80.6 KBytes       
[  4] 10167.00-10168.00 sec  2.14 MBytes  17.9 Mbits/sec   13   69.3 KBytes       
[  4] 10168.00-10169.00 sec  2.32 MBytes  19.4 Mbits/sec    1   66.5 KBytes       
[  4] 10169.00-10170.00 sec  2.26 MBytes  18.9 Mbits/sec    4   63.6 KBytes       
[  4] 10170.00-10171.00 sec  1.90 MBytes  15.9 Mbits/sec    3   63.6 KBytes       
[  4] 10171.00-10172.00 sec  2.20 MBytes  18.4 Mbits/sec    1   84.8 KBytes       
[  4] 10172.00-10173.00 sec  2.14 MBytes  17.9 Mbits/sec   12   76.4 KBytes       
[  4] 10173.00-10174.00 sec  2.43 MBytes  20.4 Mbits/sec    8   70.7 KBytes       
[  4] 10174.00-10175.00 sec  2.38 MBytes  19.9 Mbits/sec    1   90.5 KBytes       
[  4] 10175.00-10176.00 sec  2.49 MBytes  20.9 Mbits/sec    0    110 KBytes       
[  4] 10176.00-10177.00 sec  2.49 MBytes  20.9 Mbits/sec    0    126 KBytes       
[  4] 10177.00-10178.00 sec  2.32 MBytes  19.4 Mbits/sec    3    109 KBytes       
[  4] 10178.00-10179.00 sec  1.90 MBytes  15.9 Mbits/sec    9   90.5 KBytes       
[  4] 10179.00-10180.00 sec  2.20 MBytes  18.4 Mbits/sec    8   77.8 KBytes       
[  4] 10180.00-10181.00 sec  1.96 MBytes  16.4 Mbits/sec    4   66.5 KBytes       
[  4] 10181.00-10182.00 sec  2.14 MBytes  17.9 Mbits/sec   48   62.2 KBytes       
[  4] 10182.00-10183.00 sec  2.14 MBytes  17.9 Mbits/sec    0   82.0 KBytes       
[  4] 10183.00-10184.00 sec  1.48 MBytes  12.5 Mbits/sec    8   66.5 KBytes       
[  4] 10184.00-10185.00 sec  1.78 MBytes  14.9 Mbits/sec    1   83.4 KBytes       
[  4] 10185.00-10186.00 sec  1.72 MBytes  14.4 Mbits/sec    9   70.7 KBytes       
[  4] 10186.00-10187.00 sec  1.90 MBytes  15.9 Mbits/sec    1   86.3 KBytes       
[  4] 10187.00-10188.00 sec  1.72 MBytes  14.4 Mbits/sec   10   74.9 KBytes       
[  4] 10188.00-10189.00 sec  1.90 MBytes  15.9 Mbits/sec    0   91.9 KBytes       
[  4] 10189.00-10190.00 sec  2.14 MBytes  17.9 Mbits/sec    2   84.8 KBytes       
[  4] 10190.00-10191.00 sec  1.43 MBytes  12.0 Mbits/sec   62   31.1 KBytes       
[  4] 10191.00-10192.00 sec  1.19 MBytes  9.96 Mbits/sec    8   76.4 KBytes       
[  4] 10192.00-10193.00 sec  1.25 MBytes  10.5 Mbits/sec    5   58.0 KBytes       
[  4] 10193.00-10194.00 sec  1.25 MBytes  10.5 Mbits/sec    1   59.4 KBytes       
[  4] 10194.00-10195.00 sec  1.66 MBytes  13.9 Mbits/sec    0   74.9 KBytes       
[  4] 10195.00-10196.00 sec  1.48 MBytes  12.5 Mbits/sec    0   87.7 KBytes       
[  4] 10196.00-10197.00 sec  1.54 MBytes  13.0 Mbits/sec    1   72.1 KBytes       
[  4] 10197.00-10198.00 sec  1.96 MBytes  16.4 Mbits/sec    0   87.7 KBytes       
[  4] 10198.00-10199.00 sec  2.14 MBytes  17.9 Mbits/sec    2    102 KBytes       
[  4] 10199.00-10200.00 sec  2.02 MBytes  16.9 Mbits/sec   11   80.6 KBytes       
[  4] 10200.00-10201.00 sec  1.78 MBytes  14.9 Mbits/sec    1   82.0 KBytes       
[  4] 10201.00-10202.00 sec  1.72 MBytes  14.4 Mbits/sec   20   41.0 KBytes       
[  4] 10202.00-10203.00 sec  1.96 MBytes  16.4 Mbits/sec    1   67.9 KBytes       
[  4] 10203.00-10204.00 sec  2.14 MBytes  17.9 Mbits/sec    0   89.1 KBytes       
[  4] 10204.00-10205.00 sec  1.90 MBytes  15.9 Mbits/sec    3   79.2 KBytes       
[  4] 10205.00-10206.00 sec  1.90 MBytes  15.9 Mbits/sec    0   94.7 KBytes       
[  4] 10206.00-10207.00 sec  2.14 MBytes  17.9 Mbits/sec    2   80.6 KBytes       
[  4] 10207.00-10208.00 sec  2.08 MBytes  17.4 Mbits/sec    8   59.4 KBytes       
[  4] 10208.00-10209.00 sec  2.14 MBytes  17.9 Mbits/sec   49   48.1 KBytes       
[  4] 10209.00-10210.00 sec  1.72 MBytes  14.4 Mbits/sec   69   8.48 KBytes       
[  4] 10210.00-10211.00 sec  1.43 MBytes  12.0 Mbits/sec   30   26.9 KBytes       
[  4] 10211.00-10212.00 sec  2.02 MBytes  16.9 Mbits/sec    5   42.4 KBytes       
[  4] 10212.00-10213.00 sec  1.96 MBytes  16.4 Mbits/sec    2   67.9 KBytes       
[  4] 10213.00-10214.00 sec  2.20 MBytes  18.4 Mbits/sec   10   62.2 KBytes       
[  4] 10214.00-10215.00 sec   608 KBytes  4.98 Mbits/sec    1   1.41 KBytes       
[  4] 10215.00-10216.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 10216.00-10217.00 sec   426 KBytes  3.49 Mbits/sec    5   82.0 KBytes       
[  4] 10217.00-10218.00 sec  1.72 MBytes  14.4 Mbits/sec    2   96.2 KBytes       
[  4] 10218.00-10219.00 sec  2.08 MBytes  17.4 Mbits/sec    2    107 KBytes       
[  4] 10219.00-10220.00 sec  2.20 MBytes  18.4 Mbits/sec   13   86.3 KBytes       
[  4] 10220.00-10221.00 sec  1.37 MBytes  11.5 Mbits/sec   13   74.9 KBytes       
[  4] 10221.00-10222.00 sec  2.08 MBytes  17.4 Mbits/sec    2   91.9 KBytes       
[  4] 10222.00-10223.00 sec  2.26 MBytes  18.9 Mbits/sec    2   94.7 KBytes       
[  4] 10223.00-10224.00 sec  2.08 MBytes  17.4 Mbits/sec    7   76.4 KBytes       
[  4] 10224.00-10225.00 sec  1.90 MBytes  15.9 Mbits/sec    0   91.9 KBytes       
[  4] 10225.00-10226.00 sec  2.20 MBytes  18.4 Mbits/sec    3    105 KBytes       
[  4] 10226.00-10227.00 sec  1.84 MBytes  15.4 Mbits/sec    8   59.4 KBytes       
[  4] 10227.00-10228.00 sec  2.08 MBytes  17.4 Mbits/sec    2   62.2 KBytes       
[  4] 10228.00-10229.00 sec  2.14 MBytes  17.9 Mbits/sec    1   82.0 KBytes       
[  4] 10229.00-10230.00 sec  2.20 MBytes  18.4 Mbits/sec    0    100 KBytes       
[  4] 10230.00-10231.00 sec  2.20 MBytes  18.4 Mbits/sec   27   59.4 KBytes       
[  4] 10231.00-10232.00 sec  2.20 MBytes  18.4 Mbits/sec    2   65.0 KBytes       
[  4] 10232.00-10233.00 sec  2.14 MBytes  17.9 Mbits/sec    0   87.7 KBytes       
[  4] 10233.00-10234.00 sec  2.26 MBytes  18.9 Mbits/sec    7   82.0 KBytes       
[  4] 10234.00-10235.00 sec  2.20 MBytes  18.4 Mbits/sec    2   96.2 KBytes       
[  4] 10235.00-10236.00 sec  2.26 MBytes  18.9 Mbits/sec    5   84.8 KBytes       
[  4] 10236.00-10237.00 sec  2.32 MBytes  19.4 Mbits/sec    1    103 KBytes       
[  4] 10237.00-10238.00 sec  1.43 MBytes  12.0 Mbits/sec   25   65.0 KBytes       
[  4] 10238.00-10239.00 sec  2.08 MBytes  17.4 Mbits/sec    0   84.8 KBytes       
[  4] 10239.00-10240.00 sec  2.14 MBytes  17.9 Mbits/sec   45   79.2 KBytes       
[  4] 10240.00-10241.00 sec  2.26 MBytes  18.9 Mbits/sec    1   97.6 KBytes       
[  4] 10241.00-10242.00 sec  2.08 MBytes  17.4 Mbits/sec    1    112 KBytes       
[  4] 10242.00-10243.00 sec  2.32 MBytes  19.4 Mbits/sec    1    124 KBytes       
[  4] 10243.00-10244.00 sec  1.96 MBytes  16.4 Mbits/sec   11   96.2 KBytes       
[  4] 10244.00-10245.00 sec  2.08 MBytes  17.4 Mbits/sec    7   79.2 KBytes       
[  4] 10245.00-10246.00 sec  2.14 MBytes  17.9 Mbits/sec    1   97.6 KBytes       
[  4] 10246.00-10247.00 sec  2.20 MBytes  18.4 Mbits/sec    1   87.7 KBytes       
[  4] 10247.00-10248.00 sec  1.66 MBytes  13.9 Mbits/sec    3   69.3 KBytes       
[  4] 10248.00-10249.00 sec  1.66 MBytes  13.9 Mbits/sec    0   84.8 KBytes       
[  4] 10249.00-10250.00 sec  1.72 MBytes  14.4 Mbits/sec    2   52.3 KBytes       
[  4] 10250.00-10251.00 sec  1.84 MBytes  15.4 Mbits/sec    0   74.9 KBytes       
[  4] 10251.00-10252.00 sec  1.72 MBytes  14.4 Mbits/sec    1   89.1 KBytes       
[  4] 10252.00-10253.00 sec  1.37 MBytes  11.5 Mbits/sec    1    100 KBytes       
[  4] 10253.00-10254.00 sec  1.48 MBytes  12.5 Mbits/sec    2   76.4 KBytes       
[  4] 10254.00-10255.00 sec  1.90 MBytes  15.9 Mbits/sec    0   97.6 KBytes       
[  4] 10255.00-10256.00 sec  1.25 MBytes  10.5 Mbits/sec   15   79.2 KBytes       
[  4] 10256.00-10257.00 sec  2.20 MBytes  18.4 Mbits/sec    5   65.0 KBytes       
[  4] 10257.00-10258.00 sec  2.08 MBytes  17.4 Mbits/sec    4   53.7 KBytes       
[  4] 10258.00-10259.00 sec  2.08 MBytes  17.4 Mbits/sec    0   77.8 KBytes       
[  4] 10259.00-10260.00 sec  2.32 MBytes  19.4 Mbits/sec    5   70.7 KBytes       
[  4] 10260.00-10261.00 sec  2.26 MBytes  18.9 Mbits/sec    3   69.3 KBytes       
[  4] 10261.00-10262.00 sec  2.20 MBytes  18.4 Mbits/sec    2   52.3 KBytes       
[  4] 10262.00-10263.00 sec  1.96 MBytes  16.4 Mbits/sec    1   74.9 KBytes       
[  4] 10263.00-10264.00 sec  2.20 MBytes  18.4 Mbits/sec    0   94.7 KBytes       
[  4] 10264.00-10265.00 sec  2.02 MBytes  16.9 Mbits/sec    0    110 KBytes       
[  4] 10265.00-10266.00 sec  2.02 MBytes  16.9 Mbits/sec    2    120 KBytes       
[  4] 10266.00-10267.00 sec  2.32 MBytes  19.4 Mbits/sec    9   99.0 KBytes       
[  4] 10267.00-10268.00 sec  1.54 MBytes  13.0 Mbits/sec    1   84.8 KBytes       
[  4] 10268.00-10269.00 sec   973 KBytes  7.97 Mbits/sec   49   84.8 KBytes       
[  4] 10269.00-10270.00 sec  1.54 MBytes  13.0 Mbits/sec    1   87.7 KBytes       
[  4] 10270.00-10271.00 sec  1.43 MBytes  12.0 Mbits/sec    0   87.7 KBytes       
[  4] 10271.00-10272.00 sec  1.90 MBytes  15.9 Mbits/sec    2   67.9 KBytes       
[  4] 10272.00-10273.00 sec  1.78 MBytes  14.9 Mbits/sec   55   32.5 KBytes       
[  4] 10273.00-10274.00 sec  1.96 MBytes  16.4 Mbits/sec   14   14.1 KBytes       
[  4] 10274.00-10275.00 sec   730 KBytes  5.98 Mbits/sec   26   18.4 KBytes       
[  4] 10275.00-10276.00 sec  1.48 MBytes  12.5 Mbits/sec    0   52.3 KBytes       
[  4] 10276.00-10277.00 sec  1.54 MBytes  12.9 Mbits/sec    2   43.8 KBytes       
[  4] 10277.00-10278.00 sec  1.60 MBytes  13.4 Mbits/sec    4   58.0 KBytes       
[  4] 10278.00-10279.00 sec  2.14 MBytes  17.9 Mbits/sec    0   80.6 KBytes       
[  4] 10279.00-10280.00 sec  1.90 MBytes  15.9 Mbits/sec    5   90.5 KBytes       
[  4] 10280.00-10281.00 sec  2.02 MBytes  16.9 Mbits/sec    2    102 KBytes       
[  4] 10281.00-10282.00 sec  2.20 MBytes  18.4 Mbits/sec    6   62.2 KBytes       
[  4] 10282.00-10283.00 sec  1.84 MBytes  15.4 Mbits/sec    2   79.2 KBytes       
[  4] 10283.00-10284.00 sec  2.14 MBytes  17.9 Mbits/sec   21   96.2 KBytes       
[  4] 10284.00-10285.00 sec  2.32 MBytes  19.4 Mbits/sec    0    113 KBytes       
[  4] 10285.00-10286.00 sec  2.08 MBytes  17.4 Mbits/sec   11   89.1 KBytes       
[  4] 10286.00-10287.00 sec  2.32 MBytes  19.4 Mbits/sec    0    106 KBytes       
[  4] 10287.00-10288.00 sec  2.32 MBytes  19.4 Mbits/sec    0    122 KBytes       
[  4] 10288.00-10289.00 sec  1.72 MBytes  14.4 Mbits/sec   34   74.9 KBytes       
[  4] 10289.00-10290.00 sec  2.32 MBytes  19.4 Mbits/sec    1   69.3 KBytes       
[  4] 10290.00-10291.00 sec  2.14 MBytes  17.9 Mbits/sec    0   89.1 KBytes       
[  4] 10291.00-10292.00 sec  1.13 MBytes  9.46 Mbits/sec    3   73.5 KBytes       
[  4] 10292.00-10293.00 sec  1.96 MBytes  16.4 Mbits/sec    2   66.5 KBytes       
[  4] 10293.00-10294.00 sec  2.08 MBytes  17.4 Mbits/sec    1   65.0 KBytes       
[  4] 10294.00-10295.00 sec  2.14 MBytes  17.9 Mbits/sec    0   87.7 KBytes       
[  4] 10295.00-10296.00 sec  1.25 MBytes  10.5 Mbits/sec   37   56.6 KBytes       
[  4] 10296.00-10297.00 sec  1.54 MBytes  13.0 Mbits/sec   28   25.5 KBytes       
[  4] 10297.00-10298.00 sec  1.43 MBytes  12.0 Mbits/sec   25   9.90 KBytes       
[  4] 10298.00-10299.00 sec  1.66 MBytes  13.9 Mbits/sec   27   19.8 KBytes       
[  4] 10299.00-10300.00 sec  1.48 MBytes  12.5 Mbits/sec   15   33.9 KBytes       
[  4] 10300.00-10301.00 sec  1.37 MBytes  11.5 Mbits/sec   69   15.6 KBytes       
[  4] 10301.00-10302.00 sec  1.37 MBytes  11.5 Mbits/sec   27   18.4 KBytes       
[  4] 10302.00-10303.00 sec  2.02 MBytes  16.9 Mbits/sec    2   49.5 KBytes       
[  4] 10303.00-10304.00 sec  2.08 MBytes  17.4 Mbits/sec    2   72.1 KBytes       
[  4] 10304.00-10305.00 sec  2.43 MBytes  20.4 Mbits/sec    4   63.6 KBytes       
[  4] 10305.00-10306.00 sec  1.25 MBytes  10.5 Mbits/sec    3   60.8 KBytes       
[  4] 10306.00-10307.00 sec  2.20 MBytes  18.4 Mbits/sec    3   58.0 KBytes       
[  4] 10307.00-10308.00 sec  2.14 MBytes  17.9 Mbits/sec    0   80.6 KBytes       
[  4] 10308.00-10309.00 sec  1.54 MBytes  12.9 Mbits/sec    9   60.8 KBytes       
[  4] 10309.00-10310.00 sec  2.02 MBytes  16.9 Mbits/sec    0   83.4 KBytes       
[  4] 10310.00-10311.00 sec  2.08 MBytes  17.4 Mbits/sec    2   49.5 KBytes       
[  4] 10311.00-10312.00 sec  1.84 MBytes  15.4 Mbits/sec    2   69.3 KBytes       
[  4] 10312.00-10313.00 sec   669 KBytes  5.48 Mbits/sec   53   55.1 KBytes       
[  4] 10313.00-10314.00 sec  1.60 MBytes  13.4 Mbits/sec    2   72.1 KBytes       
[  4] 10314.00-10315.00 sec  1.90 MBytes  15.9 Mbits/sec    1   87.7 KBytes       
[  4] 10315.00-10316.00 sec  1.31 MBytes  11.0 Mbits/sec    3   70.7 KBytes       
[  4] 10316.00-10317.00 sec  1.54 MBytes  13.0 Mbits/sec    3   83.4 KBytes       
[  4] 10317.00-10318.00 sec  1.72 MBytes  14.4 Mbits/sec    1   96.2 KBytes       
[  4] 10318.00-10319.00 sec   973 KBytes  7.97 Mbits/sec  118   49.5 KBytes       
[  4] 10319.00-10320.00 sec  0.00 Bytes  0.00 bits/sec    2   1.41 KBytes       
[  4] 10320.00-10321.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 10321.00-10322.00 sec  1.25 MBytes  10.5 Mbits/sec    1   70.7 KBytes       
[  4] 10322.00-10323.00 sec  1.84 MBytes  15.4 Mbits/sec    2   82.0 KBytes       
[  4] 10323.00-10324.00 sec  2.14 MBytes  17.9 Mbits/sec    1   82.0 KBytes       
[  4] 10324.00-10325.00 sec  2.08 MBytes  17.4 Mbits/sec    3   65.0 KBytes       
[  4] 10325.00-10326.00 sec  1.66 MBytes  13.9 Mbits/sec    4   58.0 KBytes       
[  4] 10326.00-10327.00 sec  1.54 MBytes  13.0 Mbits/sec   19   60.8 KBytes       
[  4] 10327.00-10328.00 sec  2.32 MBytes  19.4 Mbits/sec    1   83.4 KBytes       
[  4] 10328.00-10329.00 sec  2.38 MBytes  19.9 Mbits/sec    1    100 KBytes       
[  4] 10329.00-10330.00 sec  2.26 MBytes  18.9 Mbits/sec   13   60.8 KBytes       
[  4] 10330.00-10331.00 sec  2.32 MBytes  19.4 Mbits/sec    1   72.1 KBytes       
[  4] 10331.00-10332.00 sec  2.08 MBytes  17.4 Mbits/sec    1   82.0 KBytes       
[  4] 10332.00-10333.00 sec  2.26 MBytes  18.9 Mbits/sec    9   77.8 KBytes       
[  4] 10333.00-10334.00 sec  2.08 MBytes  17.4 Mbits/sec    0   96.2 KBytes       
[  4] 10334.00-10335.00 sec  2.02 MBytes  16.9 Mbits/sec   16   74.9 KBytes       
[  4] 10335.00-10336.00 sec  2.26 MBytes  18.9 Mbits/sec   10   63.6 KBytes       
[  4] 10336.00-10337.00 sec  1.90 MBytes  15.9 Mbits/sec    2   65.0 KBytes       
[  4] 10337.00-10338.00 sec  2.20 MBytes  18.4 Mbits/sec    2   62.2 KBytes       
[  4] 10338.00-10339.00 sec  2.02 MBytes  16.9 Mbits/sec    0   83.4 KBytes       
[  4] 10339.00-10340.00 sec  2.26 MBytes  18.9 Mbits/sec    6   76.4 KBytes       
[  4] 10340.00-10341.00 sec  2.08 MBytes  17.4 Mbits/sec    1   73.5 KBytes       
[  4] 10341.00-10342.00 sec  2.20 MBytes  18.4 Mbits/sec    9   67.9 KBytes       
[  4] 10342.00-10343.00 sec  2.20 MBytes  18.4 Mbits/sec    2   65.0 KBytes       
[  4] 10343.00-10344.00 sec  2.38 MBytes  19.9 Mbits/sec    7   62.2 KBytes       
[  4] 10344.00-10345.00 sec  2.08 MBytes  17.4 Mbits/sec    6   59.4 KBytes       
[  4] 10345.00-10346.00 sec  2.08 MBytes  17.4 Mbits/sec    0   82.0 KBytes       
[  4] 10346.00-10347.00 sec  2.14 MBytes  17.9 Mbits/sec    5   70.7 KBytes       
[  4] 10347.00-10348.00 sec  2.38 MBytes  19.9 Mbits/sec    0   90.5 KBytes       
[  4] 10348.00-10349.00 sec  2.08 MBytes  17.4 Mbits/sec    1   77.8 KBytes       
[  4] 10349.00-10350.00 sec  2.20 MBytes  18.4 Mbits/sec    2   70.7 KBytes       
[  4] 10350.00-10351.00 sec  2.08 MBytes  17.4 Mbits/sec    4   63.6 KBytes       
[  4] 10351.00-10352.00 sec  2.08 MBytes  17.4 Mbits/sec    1   84.8 KBytes       
[  4] 10352.00-10353.00 sec  1.72 MBytes  14.4 Mbits/sec    8   72.1 KBytes       
[  4] 10353.00-10354.00 sec  1.84 MBytes  15.4 Mbits/sec    1   87.7 KBytes       
[  4] 10354.00-10355.00 sec  2.14 MBytes  17.9 Mbits/sec    0    105 KBytes       
[  4] 10355.00-10356.00 sec  1.78 MBytes  14.9 Mbits/sec   19   65.0 KBytes       
[  4] 10356.00-10357.00 sec  1.72 MBytes  14.4 Mbits/sec    0   82.0 KBytes       
[  4] 10357.00-10358.00 sec  1.96 MBytes  16.4 Mbits/sec    4   73.5 KBytes       
[  4] 10358.00-10359.00 sec  1.48 MBytes  12.5 Mbits/sec    1   86.3 KBytes       
[  4] 10359.00-10360.00 sec  2.02 MBytes  16.9 Mbits/sec    7   77.8 KBytes       
[  4] 10360.00-10361.00 sec  2.26 MBytes  18.9 Mbits/sec    4   69.3 KBytes       
[  4] 10361.00-10362.00 sec  2.38 MBytes  19.9 Mbits/sec    2   69.3 KBytes       
[  4] 10362.00-10363.00 sec  1.37 MBytes  11.5 Mbits/sec    2   1.41 KBytes       
[  4] 10363.00-10364.00 sec  2.32 MBytes  19.4 Mbits/sec    5   82.0 KBytes       
[  4] 10364.00-10365.00 sec  2.32 MBytes  19.4 Mbits/sec    8   72.1 KBytes       
[  4] 10365.00-10366.00 sec  1.72 MBytes  14.4 Mbits/sec    7   52.3 KBytes       
[  4] 10366.00-10367.00 sec  2.02 MBytes  16.9 Mbits/sec    0   76.4 KBytes       
[  4] 10367.00-10368.00 sec  2.20 MBytes  18.4 Mbits/sec    1   93.3 KBytes       
[  4] 10368.00-10369.00 sec  2.32 MBytes  19.4 Mbits/sec    0    112 KBytes       
[  4] 10369.00-10370.00 sec  1.84 MBytes  15.4 Mbits/sec   12   63.6 KBytes       
[  4] 10370.00-10371.00 sec  2.08 MBytes  17.4 Mbits/sec    2    109 KBytes       
[  4] 10371.00-10372.00 sec  2.20 MBytes  18.4 Mbits/sec    3   84.8 KBytes       
[  4] 10372.00-10373.00 sec  2.20 MBytes  18.4 Mbits/sec    0    107 KBytes       
[  4] 10373.00-10374.00 sec  1.78 MBytes  14.9 Mbits/sec    1   82.0 KBytes       
[  4] 10374.00-10375.00 sec  2.02 MBytes  16.9 Mbits/sec    0   97.6 KBytes       
[  4] 10375.00-10376.00 sec  1.19 MBytes  9.95 Mbits/sec    1    107 KBytes       
[  4] 10376.00-10377.00 sec  2.38 MBytes  19.9 Mbits/sec    5   90.5 KBytes       
[  4] 10377.00-10378.00 sec  2.43 MBytes  20.4 Mbits/sec    0   90.5 KBytes       
[  4] 10378.00-10379.00 sec  2.38 MBytes  19.9 Mbits/sec    1   76.4 KBytes       
[  4] 10379.00-10380.00 sec  2.02 MBytes  16.9 Mbits/sec    0   94.7 KBytes       
[  4] 10380.00-10381.00 sec  2.08 MBytes  17.4 Mbits/sec    0    110 KBytes       
[  4] 10381.00-10382.00 sec  1.84 MBytes  15.4 Mbits/sec   10   93.3 KBytes       
[  4] 10382.00-10383.00 sec  2.14 MBytes  17.9 Mbits/sec   13   60.8 KBytes       
[  4] 10383.00-10384.00 sec  2.02 MBytes  16.9 Mbits/sec    0   83.4 KBytes       
[  4] 10384.00-10385.00 sec  2.32 MBytes  19.4 Mbits/sec    2   72.1 KBytes       
[  4] 10385.00-10386.00 sec  1.90 MBytes  15.9 Mbits/sec    0   90.5 KBytes       
[  4] 10386.00-10387.00 sec  1.96 MBytes  16.4 Mbits/sec    0    106 KBytes       
[  4] 10387.00-10388.00 sec  2.14 MBytes  17.9 Mbits/sec    2    117 KBytes       
[  4] 10388.00-10389.00 sec  2.32 MBytes  19.4 Mbits/sec    3    102 KBytes       
[  4] 10389.00-10390.00 sec  2.32 MBytes  19.4 Mbits/sec    2    116 KBytes       
[  4] 10390.00-10391.00 sec  2.08 MBytes  17.4 Mbits/sec    2    100 KBytes       
[  4] 10391.00-10392.00 sec  2.14 MBytes  17.9 Mbits/sec    4   87.7 KBytes       
[  4] 10392.00-10393.00 sec  1.84 MBytes  15.4 Mbits/sec   36   73.5 KBytes       
[  4] 10393.00-10394.00 sec  2.26 MBytes  18.9 Mbits/sec    1   90.5 KBytes       
[  4] 10394.00-10395.00 sec  2.26 MBytes  18.9 Mbits/sec    2   72.1 KBytes       
[  4] 10395.00-10396.00 sec  2.43 MBytes  20.4 Mbits/sec    1   77.8 KBytes       
[  4] 10396.00-10397.00 sec  2.08 MBytes  17.4 Mbits/sec    2   91.9 KBytes       
[  4] 10397.00-10398.00 sec  2.32 MBytes  19.4 Mbits/sec   13   82.0 KBytes       
[  4] 10398.00-10399.00 sec  2.14 MBytes  17.9 Mbits/sec    0    100 KBytes       
[  4] 10399.00-10400.00 sec  1.60 MBytes  13.4 Mbits/sec    3   82.0 KBytes       
[  4] 10400.00-10401.00 sec  2.26 MBytes  18.9 Mbits/sec    0    100 KBytes       
[  4] 10401.00-10402.00 sec  2.14 MBytes  17.9 Mbits/sec    9   83.4 KBytes       
